../at/s1/1.pgm;0
../at/s1/2.pgm;0
../at/s1/3.pgm;0
../at/s1/7.pgm;0
../at/s1/8.pgm;0
../at/s1/9.pgm;0
../at/s1/10.pgm;0
../at/s2/1.pgm;1
../at/s2/2.pgm;1
../at/s2/3.pgm;1
../at/s2/7.pgm;1
../at/s2/8.pgm;1
../at/s2/9.pgm;1
../at/s2/10.pgm;1
../at/s3/1.pgm;2
../at/s3/2.pgm;2
../at/s3/3.pgm;2
../at/s3/7.pgm;2
../at/s3/8.pgm;2
../at/s3/9.pgm;2
../at/s3/10.pgm;2
../at/s4/1.pgm;3
../at/s4/2.pgm;3
../at/s4/3.pgm;3
../at/s4/7.pgm;3
../at/s4/8.pgm;3
../at/s4/9.pgm;3
../at/s4/10.pgm;3
../at/s5/1.pgm;4
../at/s5/2.pgm;4
../at/s5/3.pgm;4
../at/s5/7.pgm;4
../at/s5/8.pgm;4
../at/s5/9.pgm;4
../at/s5/10.pgm;4
../at/s6/1.pgm;5
../at/s6/2.pgm;5
../at/s6/3.pgm;5
../at/s6/7.pgm;5
../at/s6/8.pgm;5
../at/s6/9.pgm;5
../at/s6/10.pgm;5
../at/s7/1.pgm;6
../at/s7/2.pgm;6
../at/s7/3.pgm;6
../at/s7/7.pgm;6
../at/s7/8.pgm;6
../at/s7/9.pgm;6
../at/s7/10.pgm;6
../at/s8/1.pgm;7
../at/s8/2.pgm;7
../at/s8/3.pgm;7
../at/s8/7.pgm;7
../at/s8/8.pgm;7
../at/s8/9.pgm;7
../at/s8/10.pgm;7
../at/s9/1.pgm;8
../at/s9/2.pgm;8
../at/s9/3.pgm;8
../at/s9/7.pgm;8
../at/s9/8.pgm;8
../at/s9/9.pgm;8
../at/s9/10.pgm;8
../at/s10/1.pgm;9
../at/s10/2.pgm;9
../at/s10/3.pgm;9
../at/s10/7.pgm;9
../at/s10/8.pgm;9
../at/s10/9.pgm;9
../at/s10/10.pgm;9
